SRR6744985,ERR
ERR3586977,ERR
SRR8881735,ERR
SRR8863846,ERR
SRR8393579,ERR
SRR8839879,ERR
SRR9166046,ERR
SRR8394619,ERR
SRR7970049,ERR
SRR9618143,ERR
SRR9006536,ERR
SRR8446987,ERR
SRR9650363,ERR
SRR6744778,ERR
ERR3587020,ERR
SRR12442169,ERR
ERR3587181,ERR
SRR6744745,ERR
SRR12676982,ERR
DRR066262,ERR
SRR6744360,ERR
SRR10800990,ERR
SRR11831376,ERR
SRR11002559,ERR
SRR12463674,ERR
ERR3586752,ERR
ERR3587014,ERR
SRR11803530,ERR
ERR3586915,ERR
SRR8857868,ERR
SRR10420938,ERR
SRR10080823,ERR
SRR8429092,ERR
SRR13825348,ERR
ERR3980594,ERR
ERR3980588,ERR
SRR12689941,ERR
SRR13370303,ERR
SRR7880352,ERR
SRR10420951,ERR
SRR8566400,ERR
SRR7648267,ERR
SRR10173634,ERR
ERR3580748,ERR
SRR12659067,ERR
SRR8447026,ERR
SRR10616341,ERR
SRR9940698,ERR
SRR8729944,ERR
SRR8436108,ERR
SRR12687671,ERR
ERR2134137,ERR
ERR3587007,ERR
SRR8510274,ERR
SRR11731840,ERR
SRR10824607,ERR
ERR3322225,ERR
SRR10229847,ERR
SRR8730216,ERR
SRR10229851,ERR
ERR3316209,ERR
SRR8959255,ERR
SRR10824606,ERR
SRR8902278,ERR
SRR7968816,ERR
SRR10161430,ERR
SRR12081609,ERR
SRR8959265,ERR
SRR9037333,ERR
SRR13755948,ERR
