SRR8792717,PAIRED,6289
SRR13825348,PAIRED,2495
SRR8399392,PAIRED,2900
SRR11731840,PAIRED,1037
SRR11831014,PAIRED,2412
SRR11831376,PAIRED,3667
SRR10080823,PAIRED,2593
SRR12676982,PAIRED,3719
SRR12687671,PAIRED,1296
SRR12543071,PAIRED,5802
SRR10664961,PAIRED,2435
SRR12463674,PAIRED,3422
ERR4332001,SINGLE,0
ERR4332002,SINGLE,0
SRR10161430,SINGLE,618
SRR12904845,PAIRED,3893
SRR8510274,PAIRED,1069
SRR13755948,SINGLE,473
SRR10173634,PAIRED,1771
SRR10420938,PAIRED,2607
SRR10420951,PAIRED,2043
SRR10616341,SINGLE,1451
SRR7880352,PAIRED,2058
SRR8729944,SINGLE,1378
SRR8730216,SINGLE,819
SRR8902278,PAIRED,721
SRR11803530,PAIRED,2934
SRR7497494,SINGLE,1864
SRR10824606,PAIRED,742
SRR10824607,PAIRED,1012
SRR12081609,PAIRED,602
DRR066261,PAIRED,3941
DRR066262,PAIRED,3701
ERR3322225,PAIRED,887
ERR3586752,PAIRED,3215
ERR3586756,PAIRED,2097
ERR3586915,PAIRED,2833
ERR3586977,PAIRED,7687
ERR3587007,PAIRED,1085
ERR3587014,PAIRED,3196
ERR3587020,PAIRED,4028
ERR3587043,PAIRED,1531
ERR3587181,PAIRED,3931
ERR3980588,PAIRED,2174
ERR3980594,PAIRED,2247
SRR10800990,PAIRED,3682
SRR12442169,PAIRED,4008
SRR13370303,PAIRED,2133
SRR7648267,PAIRED,1784
SRR7970049,PAIRED,4755
SRR8393579,PAIRED,6130
SRR8394619,PAIRED,4848
SRR8566400,PAIRED,2007
SRR8566408,PAIRED,1442
SRR8839879,PAIRED,5792
SRR8844650,PAIRED,2359
SRR8881735,PAIRED,6316
SRR9618143,PAIRED,4627
ERR3308164,PAIRED,0
ERR3308169,PAIRED,0
ERR3308210,PAIRED,0
ERR3446841,SINGLE,59
SRR11002559,PAIRED,3594
SRR8446960,PAIRED,2415
SRR8446987,PAIRED,4286
SRR8447026,PAIRED,1460
SRR8959255,PAIRED,755
SRR8959265,PAIRED,516
SRR9037333,SINGLE,500
ERR3316209,SINGLE,775
ERR3580748,SINGLE,1759
ERR3581981,SINGLE,1790
SRR7968816,PAIRED,627
ERR2134137,PAIRED,1098
SRR13624808,PAIRED,5856
SRR8863846,PAIRED,6206
SRR9166046,PAIRED,4852
SRR9650363,PAIRED,4271
SRR9940698,PAIRED,1440
ERR3466196,SINGLE,0
SRR12689941,PAIRED,2172
SRR8429092,PAIRED,2528
SRR8436108,PAIRED,1352
SRR9637788,PAIRED,2490
SRR9637830,PAIRED,2255
ERR4704382,PAIRED,0
ERR4704383,PAIRED,0
ERR4704384,PAIRED,0
ERR4704385,PAIRED,0
ERR4704387,PAIRED,0
ERR4704389,PAIRED,0
ERR4704390,PAIRED,0
ERR4704391,PAIRED,0
ERR4704394,PAIRED,0
ERR4793851,PAIRED,0
SRR10972811,PAIRED,1986
SRR8857868,PAIRED,2703
SRR9006536,PAIRED,4398
SRR12658933,PAIRED,1392
SRR12659067,PAIRED,1667
SRR12659086,PAIRED,2363
SRR10229847,PAIRED,824
SRR10229851,PAIRED,807
SRR10229886,PAIRED,868
